pair,r pearsonr,p pearsonr,r partial_pearsonr,p partial_pearsonr,N,age statistic,% female
"('perc_r', 'vol-amygdala')","dt within 1 year, age younger than 60",-0.07709732766054443,0.41910692014513395,-0.07690576620701378,0.4245432669558895,112,49.4 (7.4),0.62
"('perc_r', 'vol-amygdala')","dt within 1 year, age between 60-70",0.11273425161021634,0.34575741816729877,0.1312818405438418,0.2786742636606227,72,65.2 (2.9),0.57
"('perc_r', 'vol-amygdala')","dt within 1 year, age older than 70",0.07027225798737714,0.5936622974833414,0.061394320024125704,0.6470823439141783,60,76.9 (4.8),0.45
"('perc_r', 'vol-amygdala')","dt between 1-2.5 years, age all",-0.03835384366582882,0.6356348900490788,-0.07209342502835235,0.3758404264728339,155,62.1 (11.6),0.47
"('perc_r', 'vol-amygdala')","dt between 1-2.5 years, age younger than 60",-0.08111343426024714,0.5173432506826117,-0.07731325069873783,0.5437011312320725,66,51.2 (7.2),0.55
"('perc_r', 'vol-amygdala')","dt between 1-2.5 years, age between 60-70",0.13787846562297795,0.3396487207235004,0.11524927002257551,0.4353747986264378,50,65.1 (2.9),0.54
"('perc_r', 'vol-amygdala')","dt between 1-2.5 years, age older than 70",-0.3207842531229479,0.0464713682731934,-0.1874074773951145,0.2666951471227215,39,76.5 (4.1),0.26
"('perc_r', 'vol-amygdala')","dt between 2.5-7 years, age all",0.03633837383760187,0.5885083178317367,-0.009380236904472617,0.8894687647014101,224,60.2 (12.8),0.58
"('perc_r', 'vol-amygdala')","dt between 2.5-7 years, age younger than 60",0.0015481884670518614,0.987372811879501,0.003822254875751598,0.9691313650103353,107,49.6 (8.7),0.64
"('perc_r', 'vol-amygdala')","dt between 2.5-7 years, age between 60-70",-0.11809934339432276,0.34878066310827244,-0.14927917978390234,0.2429292224116842,65,64.8 (2.8),0.62
"('perc_r', 'vol-amygdala')","dt between 2.5-7 years, age older than 70",0.05802146252071615,0.6828535146843036,0.06816346259332201,0.6381083423008953,52,76.3 (4.7),0.42
"('perc_r', 'vol-amygdala')",zzz_blank,,,,,,,
"('perc_r', 'vol-brain-stem')","dt all, age all",0.022498376251955374,0.5751371210194796,0.023913480793379266,0.5519736240040136,623,60.9 (12.5),0.55
"('perc_r', 'vol-brain-stem')","dt all, age younger than 60",-0.1276233527607376,0.031249865824603214,-0.12282043601018822,0.038938274784101695,285,49.9 (7.9),0.61
"('perc_r', 'vol-brain-stem')","dt all, age between 60-70",0.13647553588750067,0.0625347297018159,0.15587256369981423,0.03411635886632159,187,65.1 (2.9),0.58
"('perc_r', 'vol-brain-stem')","dt all, age older than 70",0.13406354195327438,0.10077087337259806,0.16134424092599178,0.049325184529035795,151,76.6 (4.6),0.39
"('perc_r', 'vol-brain-stem')","dt within 1 year, age all",0.04054985567653929,0.5284226072302404,0.03071919602640913,0.6344188600656457,244,60.8 (12.8),0.57
"('perc_r', 'vol-brain-stem')","dt within 1 year, age younger than 60",-0.20396371644869965,0.031000748321105633,-0.20740285518312523,0.02969693848587598,112,49.4 (7.4),0.62
"('perc_r', 'vol-brain-stem')","dt within 1 year, age between 60-70",0.17629871802473224,0.13850175590380276,0.20264015274401298,0.09249409061030255,72,65.2 (2.9),0.57
"('perc_r', 'vol-brain-stem')","dt within 1 year, age older than 70",0.28516549556974136,0.0272098563054666,0.30098365620183043,0.021684820765207346,60,76.9 (4.8),0.45
"('perc_r', 'vol-brain-stem')","dt between 1-2.5 years, age all",0.010065506743690281,0.9010751161401565,0.016942057728481327,0.8353398266226323,155,62.1 (11.6),0.47
"('perc_r', 'vol-brain-stem')","dt between 1-2.5 years, age younger than 60",-0.286944473354758,0.019493127815950986,-0.28646543262609675,0.021740016877015874,66,51.2 (7.2),0.55
"('perc_r', 'vol-brain-stem')","dt between 1-2.5 years, age between 60-70",0.37136596288955287,0.007925435136219995,0.4215201669388002,0.0028469365473329194,50,65.1 (2.9),0.54
"('perc_r', 'vol-brain-stem')","dt between 1-2.5 years, age older than 70",-0.006885528844751396,0.9668163569753062,0.021777754336898603,0.8981986200674767,39,76.5 (4.1),0.26
"('perc_r', 'vol-brain-stem')","dt between 2.5-7 years, age all",0.014475794103606415,0.8294141396477669,0.028054872186101486,0.6776073963732316,224,60.2 (12.8),0.58
"('perc_r', 'vol-brain-stem')","dt between 2.5-7 years, age younger than 60",0.050194709267613366,0.6076411468501,0.06621734125006142,0.5021308961246905,107,49.6 (8.7),0.64
"('perc_r', 'vol-brain-stem')","dt between 2.5-7 years, age between 60-70",-0.15562835770104844,0.21574227606827578,-0.18592104414416194,0.144591140222528,65,64.8 (2.8),0.62
"('perc_r', 'vol-brain-stem')","dt between 2.5-7 years, age older than 70",0.09099553081177478,0.5211588110138545,0.1414414248316676,0.32719344827221986,52,76.3 (4.7),0.42
"('perc_r', 'vol-brain-stem')",zzz_blank,,,,,,,
"('alpha_bandpower_mean_o_w', 'vol-thalamus')","dt all, age all",0.013932362453761525,0.7285388919044286,0.009509437314663262,0.8130432632247213,623,60.9 (12.5),0.55
"('alpha_bandpower_mean_o_w', 'vol-thalamus')","dt all, age younger than 60",0.1346952052665838,0.022948137010980075,0.08147009061329902,0.17170490907115013,285,49.9 (7.9),0.61
"('alpha_bandpower_mean_o_w', 'vol-thalamus')","dt all, age between 60-70",0.027154465280361462,0.7121948541845198,-0.004823088222694803,0.9480491285087884,187,65.1 (2.9),0.58
"('alpha_bandpower_mean_o_w', 'vol-thalamus')","dt all, age older than 70",0.0922816012460237,0.25975994431111193,0.04659556074632346,0.5725582513390932,151,76.6 (4.6),0.39
"('alpha_bandpower_mean_o_w', 'vol-thalamus')","dt within 1 year, age all",0.01736044575944174,0.7873090096847531,0.005031748765406018,0.9379307851097645,244,60.8 (12.8),0.57
"('alpha_bandpower_mean_o_w', 'vol-thalamus')","dt within 1 year, age younger than 60",0.10227931963877929,0.283227797645899,0.08931731286478833,0.3534474994162614,112,49.4 (7.4),0.62
"('alpha_bandpower_mean_o_w', 'vol-thalamus')","dt within 1 year, age between 60-70",0.03947623044479325,0.7419796685320718,-0.03229911346569534,0.7906726282986126,72,65.2 (2.9),0.57
"('alpha_bandpower_mean_o_w', 'vol-thalamus')","dt within 1 year, age older than 70",0.09213774576916954,0.48381857349455226,0.044546279809660465,0.7398635062546903,60,76.9 (4.8),0.45
"('alpha_bandpower_mean_o_w', 'vol-thalamus')","dt between 1-2.5 years, age all",0.11223030656310057,0.1644249193581001,0.05608226171790647,0.4911048871737791,155,62.1 (11.6),0.47
"('alpha_bandpower_mean_o_w', 'vol-thalamus')","dt between 1-2.5 years, age younger than 60",0.29708299094800916,0.015419909593016326,0.10487664336362809,0.4095108020993169,66,51.2 (7.2),0.55
"('alpha_bandpower_mean_o_w', 'vol-thalamus')","dt between 1-2.5 years, age between 60-70",0.04538079522414622,0.7543295107812862,0.020432649773958773,0.8903634461139276,50,65.1 (2.9),0.54
"('alpha_bandpower_mean_o_w', 'vol-thalamus')","dt between 1-2.5 years, age older than 70",0.2929763466596987,0.07028672966082138,0.16420272682430864,0.33147981738890164,39,76.5 (4.1),0.26
"('alpha_bandpower_mean_o_w', 'vol-thalamus')","dt between 2.5-7 years, age all",-0.03458952438363087,0.6065904777246319,0.01930085768582234,0.7748938230540615,224,60.2 (12.8),0.58
"('alpha_bandpower_mean_o_w', 'vol-thalamus')","dt between 2.5-7 years, age younger than 60",0.08471020802799242,0.3856583061676822,0.056314219411107355,0.568274495660896,107,49.6 (8.7),0.64
"('alpha_bandpower_mean_o_w', 'vol-thalamus')","dt between 2.5-7 years, age between 60-70",0.02436013404710032,0.8472601297177559,0.02347856675954795,0.8550736551105229,65,64.8 (2.8),0.62
"('alpha_bandpower_mean_o_w', 'vol-thalamus')","dt between 2.5-7 years, age older than 70",4.6640176257724264e-05,0.9997381733124469,-0.08830573171465668,0.5419838768328316,52,76.3 (4.7),0.42
"('alpha_bandpower_mean_o_w', 'vol-thalamus')",zzz_blank,,,,,,,
"('alpha_bandpower_mean_o_w', 'vol-total_ventricle')","dt all, age all",-0.036521411943797856,0.36279814645798436,-0.039911665032369925,0.32071707452790976,623,60.9 (12.5),0.55
"('alpha_bandpower_mean_o_w', 'vol-total_ventricle')","dt all, age younger than 60",-0.044135196396138096,0.4579812771650032,-0.005391153418219443,0.9280547886233119,285,49.9 (7.9),0.61
"('alpha_bandpower_mean_o_w', 'vol-total_ventricle')","dt all, age between 60-70",-0.08987311631870161,0.22124178283606713,-0.06893826917585534,0.3511213985445344,187,65.1 (2.9),0.58
"('alpha_bandpower_mean_o_w', 'vol-total_ventricle')","dt all, age older than 70",-0.005159277862889722,0.949868547702308,0.002245199216331466,0.9783198583079092,151,76.6 (4.6),0.39
"('alpha_bandpower_mean_o_w', 'vol-total_ventricle')","dt within 1 year, age all",-0.05966581537813535,0.3533811140243405,-0.06639827376573407,0.3036195550710694,244,60.8 (12.8),0.57
"('alpha_bandpower_mean_o_w', 'vol-total_ventricle')","dt within 1 year, age younger than 60",-0.003706086957064411,0.9690644651686589,0.0027829766825602496,0.976980452121675,112,49.4 (7.4),0.62
"('alpha_bandpower_mean_o_w', 'vol-total_ventricle')","dt within 1 year, age between 60-70",-0.11832528485074083,0.32220610886392387,-0.07592698379600346,0.5321578835160006,72,65.2 (2.9),0.57
"('alpha_bandpower_mean_o_w', 'vol-total_ventricle')","dt within 1 year, age older than 70",-0.045971025554909006,0.7272516230057877,-0.009825475153954492,0.9416458557847402,60,76.9 (4.8),0.45
"('alpha_bandpower_mean_o_w', 'vol-total_ventricle')","dt between 1-2.5 years, age all",-0.0713678457842777,0.37753015146037133,-0.02856839611672055,0.7259295900754551,155,62.1 (11.6),0.47
"('alpha_bandpower_mean_o_w', 'vol-total_ventricle')","dt between 1-2.5 years, age younger than 60",-0.19144630712055033,0.12358910761320022,-0.06800277975309534,0.5933977798191097,66,51.2 (7.2),0.55
"('alpha_bandpower_mean_o_w', 'vol-total_ventricle')","dt between 1-2.5 years, age between 60-70",-0.06052717318531898,0.6762762963359235,-0.04646025106840528,0.7538471788804026,50,65.1 (2.9),0.54
"('alpha_bandpower_mean_o_w', 'vol-total_ventricle')","dt between 1-2.5 years, age older than 70",-0.15250639152746404,0.35400301934927453,-0.10729164921580613,0.5273487450455137,39,76.5 (4.1),0.26
"('alpha_bandpower_mean_o_w', 'vol-total_ventricle')","dt between 2.5-7 years, age all",0.05870636356077256,0.38185955036341546,0.03381520855655865,0.6162765892849137,224,60.2 (12.8),0.58
"('alpha_bandpower_mean_o_w', 'vol-total_ventricle')","dt between 2.5-7 years, age younger than 60",-0.01566047314383097,0.8728020602851537,0.005951373638296903,0.9519533713209556,107,49.6 (8.7),0.64
"('alpha_bandpower_mean_o_w', 'vol-total_ventricle')","dt between 2.5-7 years, age between 60-70",-0.1417512431576945,0.2600135496495383,-0.14897987828253464,0.2438859558910792,65,64.8 (2.8),0.62
"('alpha_bandpower_mean_o_w', 'vol-total_ventricle')","dt between 2.5-7 years, age older than 70",0.11932691568218683,0.39946469846808397,0.19760404343869997,0.16896490869076422,52,76.3 (4.7),0.42
"('alpha_bandpower_mean_o_w', 'vol-total_ventricle')",zzz_blank,,,,,,,
"('slowdelta_bandpower_total', 'mmse')","dt all, age all",-0.014465255536373553,0.8559378716814665,-0.09061676128857468,0.25749908821857387,160,65.5 (11.4),0.46
"('slowdelta_bandpower_total', 'mmse')","dt all, age younger than 60",0.007819171580748241,0.9579346096747507,0.00448770423298629,0.9763864091453032,48,51.4 (6.0),0.58
"('slowdelta_bandpower_total', 'mmse')","dt all, age between 60-70",-0.17420969039217793,0.22146632811058325,-0.13945668997889768,0.33923551659690154,51,65.3 (2.9),0.51
"('slowdelta_bandpower_total', 'mmse')","dt all, age older than 70",-0.2476502390575847,0.054318535151253906,-0.2479969882739635,0.05824551168853609,61,76.7 (4.6),0.33
"('slowdelta_bandpower_total', 'mmse')","dt within 1 year, age all",0.012742075643932413,0.9135986332543589,-0.07433970537768034,0.5319304849307958,75,65.8 (12.2),0.51
"('slowdelta_bandpower_total', 'mmse')","dt within 1 year, age younger than 60",0.13597400939243945,0.5567360360854186,0.08540582438206892,0.7281120234747882,21,49.6 (5.9),0.62
"('slowdelta_bandpower_total', 'mmse')","dt within 1 year, age between 60-70",-0.5832661844673618,0.0034857804053281594,-0.5875246442827249,0.005101087273720391,23,65.6 (3.0),0.43
"('slowdelta_bandpower_total', 'mmse')","dt within 1 year, age older than 70",0.02521125968734913,0.8929098740050198,0.022556724005636047,0.9075392169029125,31,77.0 (4.5),0.48
"('slowdelta_bandpower_total', 'mmse')","dt between 1-2.5 years, age all",0.0757125566867563,0.6252209925583453,0.05463184742889078,0.7311270041756581,44,64.6 (10.8),0.41
"('slowdelta_bandpower_total', 'mmse')","dt between 1-2.5 years, age younger than 60",0.20010082412753574,0.4745866777438057,0.42752814304948555,0.14505695994423287,15,53.0 (6.1),0.53
"('slowdelta_bandpower_total', 'mmse')","dt between 1-2.5 years, age between 60-70",0.05292016986964557,0.8514193590290305,0.08731891252599507,0.7766775938314081,15,64.8 (3.1),0.6
"('slowdelta_bandpower_total', 'mmse')","dt between 1-2.5 years, age older than 70",-0.44738406277815673,0.10871316180707871,-0.2634933215752077,0.4079580960429735,14,76.7 (5.1),0.07
"('slowdelta_bandpower_total', 'mmse')","dt between 2.5-7 years, age all",-0.11896551010655325,0.458796225797923,-0.21710688334232406,0.18430400204749914,41,65.8 (10.5),0.44
"('slowdelta_bandpower_total', 'mmse')","dt between 2.5-7 years, age younger than 60",0.04848193067494579,0.8810621289022003,0.09784018855414554,0.7880116484177964,12,52.7 (5.7),0.58
"('slowdelta_bandpower_total', 'mmse')","dt between 2.5-7 years, age between 60-70",-0.11838225027668824,0.7001007820622205,-0.09393073529488333,0.7835458106378245,13,65.5 (2.4),0.54
"('slowdelta_bandpower_total', 'mmse')","dt between 2.5-7 years, age older than 70",-0.7476823969192915,0.0008685750992727535,-0.8337308964134644,0.00021104561403958742,16,75.9 (4.7),0.25
"('slowdelta_bandpower_total', 'mmse')",zzz_blank,,,,,,,
"('so_rate_f', 'mmse')","dt all, age all",-0.03090029353252058,0.6980979939081626,-0.08912144273730398,0.265467337439555,160,65.5 (11.4),0.46
"('so_rate_f', 'mmse')","dt all, age younger than 60",-0.04698161856358954,0.7511727942195575,-0.06853796143273062,0.6508461049718792,48,51.4 (6.0),0.58
"('so_rate_f', 'mmse')","dt all, age between 60-70",-0.10517784530639168,0.46261973723350813,-0.05967108067013332,0.6838039306835317,51,65.3 (2.9),0.51
"('so_rate_f', 'mmse')","dt all, age older than 70",-0.24242791553320941,0.059776457915024776,-0.24369182479280363,0.06289538072168856,61,76.7 (4.6),0.33
"('so_rate_f', 'mmse')","dt within 1 year, age all",0.014859504589872757,0.8993103295633245,-0.05340794120922072,0.6536031953267509,75,65.8 (12.2),0.51
"('so_rate_f', 'mmse')","dt within 1 year, age younger than 60",0.06225387680541483,0.7886423133378208,-0.005285296993389077,0.9828675065560544,21,49.6 (5.9),0.62
"('so_rate_f', 'mmse')","dt within 1 year, age between 60-70",-0.3975181258729169,0.06033056801514933,-0.35537352918950704,0.11389682144777774,23,65.6 (3.0),0.43
"('so_rate_f', 'mmse')","dt within 1 year, age older than 70",-0.008125328134927043,0.9653974760119058,-0.01489602158059825,0.9388677325006594,31,77.0 (4.5),0.48
"('so_rate_f', 'mmse')","dt between 1-2.5 years, age all",0.11549745524681479,0.4553220608770048,0.09762514036963033,0.538513946721755,44,64.6 (10.8),0.41
"('so_rate_f', 'mmse')","dt between 1-2.5 years, age younger than 60",-0.056060999779677434,0.8426995353269069,0.0019183934260312752,0.9950373366073506,15,53.0 (6.1),0.53
"('so_rate_f', 'mmse')","dt between 1-2.5 years, age between 60-70",0.09943061760989248,0.72441823284359,0.10661570269601318,0.7288427154306045,15,64.8 (3.1),0.6
"('so_rate_f', 'mmse')","dt between 1-2.5 years, age older than 70",-0.15302108482310284,0.6014861853968315,-0.02108394380640762,0.9481444732604525,14,76.7 (5.1),0.07
"('so_rate_f', 'mmse')","dt between 2.5-7 years, age all",-0.22861029069162825,0.15052791877553431,-0.3150553873717041,0.050751089756338456,41,65.8 (10.5),0.44
"('so_rate_f', 'mmse')","dt between 2.5-7 years, age younger than 60",-0.00630395521096816,0.9844871822065925,0.021691308062345236,0.952572583022089,12,52.7 (5.7),0.58
"('so_rate_f', 'mmse')","dt between 2.5-7 years, age between 60-70",-0.11334879788679106,0.7123533622911159,-0.09851151901330901,0.7732224639535727,13,65.5 (2.4),0.54
"('so_rate_f', 'mmse')","dt between 2.5-7 years, age older than 70",-0.6307956351173729,0.008793048238141504,-0.6647404740451048,0.009496738914088738,16,75.9 (4.7),0.25
"('so_rate_f', 'mmse')",zzz_blank,,,,,,,
"('vol-ctx--anterior', 'mmse')","dt all, age all",0.0301985513740518,0.7046312345024307,-0.04229062242229854,0.5977769576446728,160,65.5 (11.4),0.46
"('vol-ctx--anterior', 'mmse')","dt all, age younger than 60",-0.2034267569952859,0.16550865529410597,-0.19158871979177844,0.20212829778245842,48,51.4 (6.0),0.58
"('vol-ctx--anterior', 'mmse')","dt all, age between 60-70",-0.08446860768881534,0.5556421928667167,-0.10578131609116817,0.46944206495839946,51,65.3 (2.9),0.51
"('vol-ctx--anterior', 'mmse')","dt all, age older than 70",0.0748572232146994,0.566398391671779,0.03620250062341061,0.7854558275240636,61,76.7 (4.6),0.33
"('vol-ctx--anterior', 'mmse')","dt within 1 year, age all",0.05187775365096372,0.6584701097691277,-0.037845451834155074,0.7505724695252193,75,65.8 (12.2),0.51
"('vol-ctx--anterior', 'mmse')","dt within 1 year, age younger than 60",-0.22771724597794424,0.3208287681493114,-0.1904629008255267,0.43478079750470855,21,49.6 (5.9),0.62
"('vol-ctx--anterior', 'mmse')","dt within 1 year, age between 60-70",-0.2409922453953811,0.2679776344837772,-0.33332428507314577,0.1397933822442775,23,65.6 (3.0),0.43
"('vol-ctx--anterior', 'mmse')","dt within 1 year, age older than 70",0.15228151823157932,0.41346514565760856,0.041252981283185365,0.8317385632888754,31,77.0 (4.5),0.48
"('vol-ctx--anterior', 'mmse')","dt between 1-2.5 years, age all",0.1198453942832651,0.438411941187058,0.02349867844052691,0.8825690701472115,44,64.6 (10.8),0.41
"('vol-ctx--anterior', 'mmse')","dt between 1-2.5 years, age younger than 60",-0.3563530588275944,0.19232897134777593,-0.3376009248024546,0.25927208555126274,15,53.0 (6.1),0.53
"('vol-ctx--anterior', 'mmse')","dt between 1-2.5 years, age between 60-70",-0.023167845314586155,0.9346829621824081,-0.002460570445622065,0.993634809615408,15,64.8 (3.1),0.6
"('vol-ctx--anterior', 'mmse')","dt between 1-2.5 years, age older than 70",0.1849282837823284,0.526783929867827,0.14565361270343508,0.6515031041595005,14,76.7 (5.1),0.07
"('vol-ctx--anterior', 'mmse')","dt between 2.5-7 years, age all",0.033062865106575905,0.8374045007805095,0.007920151349502264,0.9618335784167009,41,65.8 (10.5),0.44
"('vol-ctx--anterior', 'mmse')","dt between 2.5-7 years, age younger than 60",0.2498435442980603,0.433533507090461,0.07752089027175828,0.831438454035455,12,52.7 (5.7),0.58
"('vol-ctx--anterior', 'mmse')","dt between 2.5-7 years, age between 60-70",-0.019465015394461875,0.9496745698405115,0.07522543606485485,0.8260108110272172,13,65.5 (2.4),0.54
"('vol-ctx--anterior', 'mmse')","dt between 2.5-7 years, age older than 70",-0.17975304169138184,0.5053174073856607,-0.14317213280133953,0.6253484946679442,16,75.9 (4.7),0.25
"('vol-ctx--anterior', 'mmse')",zzz_blank,,,,,,,
"('vol-thalamus', 'mmse')","dt all, age all",0.20602702997555206,0.008956036026147599,0.06318021585134644,0.4303192850752222,160,65.5 (11.4),0.46
"('vol-thalamus', 'mmse')","dt all, age younger than 60",-0.028473420415129944,0.8476571889478426,0.10093353108206367,0.5044958726028741,48,51.4 (6.0),0.58
"('vol-thalamus', 'mmse')","dt all, age between 60-70",-0.010244744800716382,0.9431190731679253,0.0005949404404722028,0.996762934960606,51,65.3 (2.9),0.51
"('vol-thalamus', 'mmse')","dt all, age older than 70",0.17450642383669823,0.17859637934618347,0.18348779807005672,0.16420013700890362,61,76.7 (4.6),0.33
"('vol-thalamus', 'mmse')","dt within 1 year, age all",0.15808386044391262,0.17554922922975758,-0.005170440405865891,0.965371465251309,75,65.8 (12.2),0.51
"('vol-thalamus', 'mmse')","dt within 1 year, age younger than 60",0.012098691501889802,0.9584889807823455,0.13536873288560985,0.5805687258729987,21,49.6 (5.9),0.62
"('vol-thalamus', 'mmse')","dt within 1 year, age between 60-70",-0.22669254216502338,0.2982604618884351,-0.3061522899170013,0.17710106261428354,23,65.6 (3.0),0.43
"('vol-thalamus', 'mmse')","dt within 1 year, age older than 70",0.2943520935263641,0.10797208809061429,0.241971660919521,0.20600300998512164,31,77.0 (4.5),0.48
"('vol-thalamus', 'mmse')","dt between 1-2.5 years, age all",0.32409688386581154,0.031854590916859604,0.22747203087339607,0.14740213349840547,44,64.6 (10.8),0.41
"('vol-thalamus', 'mmse')","dt between 1-2.5 years, age younger than 60",-0.04384166514971713,0.8767105161328829,0.16507186137499372,0.5899381620325101,15,53.0 (6.1),0.53
"('vol-thalamus', 'mmse')","dt between 1-2.5 years, age between 60-70",0.14665350347584538,0.6019865859146982,0.1766378575647118,0.5637535485534716,15,64.8 (3.1),0.6
"('vol-thalamus', 'mmse')","dt between 1-2.5 years, age older than 70",0.23934134718762912,0.40987136514276284,0.3692431560936035,0.2375145257193307,14,76.7 (5.1),0.07
"('vol-thalamus', 'mmse')","dt between 2.5-7 years, age all",0.25071853087149215,0.11385373038031216,0.14650314075278384,0.3734872907234199,41,65.8 (10.5),0.44
"('vol-thalamus', 'mmse')","dt between 2.5-7 years, age younger than 60",0.26882666862219784,0.3981754146678632,0.24808581009836872,0.4894975172787853,12,52.7 (5.7),0.58
"('vol-thalamus', 'mmse')","dt between 2.5-7 years, age between 60-70",0.34561735039655933,0.247407473989293,0.520389447276689,0.10078037538237067,13,65.5 (2.4),0.54
"('vol-thalamus', 'mmse')","dt between 2.5-7 years, age older than 70",0.05027294807053963,0.8533110967612725,0.11812493699782538,0.6875452900158492,16,75.9 (4.7),0.25
"('vol-thalamus', 'mmse')",zzz_blank,,,,,,,
"('ss_dens_f', 'mmse')","dt all, age all",0.1749564864624981,0.026912266295095973,0.10344631702288472,0.19585607515847442,160,65.5 (11.4),0.46
"('ss_dens_f', 'mmse')","dt all, age younger than 60",-0.04712053848583636,0.7504606823999094,-0.04712954748756064,0.755782275930627,48,51.4 (6.0),0.58
"('ss_dens_f', 'mmse')","dt all, age between 60-70",0.2687506671844557,0.05652971218272751,0.2955404372891211,0.039238157421517435,51,65.3 (2.9),0.51
"('ss_dens_f', 'mmse')","dt all, age older than 70",0.0936829074221236,0.4726762013333744,0.06600568070127795,0.6194050851386481,61,76.7 (4.6),0.33
"('ss_dens_f', 'mmse')","dt within 1 year, age all",0.12488885474990724,0.2857056394306987,0.06573472535214545,0.5805769526042105,75,65.8 (12.2),0.51
"('ss_dens_f', 'mmse')","dt within 1 year, age younger than 60",-0.13900241449103085,0.5478977401612781,-0.1295289099776968,0.5971465149962889,21,49.6 (5.9),0.62
"('ss_dens_f', 'mmse')","dt within 1 year, age between 60-70",0.18399230298026747,0.40068556122673304,0.19372362034787055,0.40011997698652224,23,65.6 (3.0),0.43
"('ss_dens_f', 'mmse')","dt within 1 year, age older than 70",0.08107799283421427,0.6645881322184898,-0.020869995665487105,0.9144270944985864,31,77.0 (4.5),0.48
"('ss_dens_f', 'mmse')","dt between 1-2.5 years, age all",0.2612112251953961,0.08677244422258149,0.17964937146870877,0.2549464785390247,44,64.6 (10.8),0.41
"('ss_dens_f', 'mmse')","dt between 1-2.5 years, age younger than 60",-0.4518215369763916,0.09088483483264569,-0.4349352647369584,0.1374652506252266,15,53.0 (6.1),0.53
"('ss_dens_f', 'mmse')","dt between 1-2.5 years, age between 60-70",0.5856042868566245,0.02180731951548009,0.6267779234489562,0.02187765278438897,15,64.8 (3.1),0.6
"('ss_dens_f', 'mmse')","dt between 1-2.5 years, age older than 70",-0.08543518741578768,0.7715132973364669,0.156368564433882,0.6274593500150503,14,76.7 (5.1),0.07
"('ss_dens_f', 'mmse')","dt between 2.5-7 years, age all",0.2919340605462175,0.06401781682412612,0.18556976454020596,0.2580400428112355,41,65.8 (10.5),0.44
"('ss_dens_f', 'mmse')","dt between 2.5-7 years, age younger than 60",0.16342841605224645,0.6117955578570743,0.2255903135027042,0.5308772715341749,12,52.7 (5.7),0.58
"('ss_dens_f', 'mmse')","dt between 2.5-7 years, age between 60-70",-0.04858416747129976,0.8747615402997362,0.1555684659173025,0.647846655638722,13,65.5 (2.4),0.54
"('ss_dens_f', 'mmse')","dt between 2.5-7 years, age older than 70",0.2998825021290813,0.25913217231173136,0.3649310739635639,0.19951115042379428,16,75.9 (4.7),0.25
"('ss_dens_f', 'mmse')",zzz_blank,,,,,,,
"('fs_dens_c', 'mmse')","dt all, age all",0.203737506026127,0.009764661533782875,0.10207007172876358,0.20190279304828657,160,65.5 (11.4),0.46
"('fs_dens_c', 'mmse')","dt all, age younger than 60",0.11915314995749252,0.41987596563159374,0.15233114162776865,0.3121885470178949,48,51.4 (6.0),0.58
"('fs_dens_c', 'mmse')","dt all, age between 60-70",0.11330164554542735,0.4285763535558808,0.11529886937531907,0.4301745537449726,51,65.3 (2.9),0.51
"('fs_dens_c', 'mmse')","dt all, age older than 70",0.16655343737789272,0.19952892591743504,0.16541858782419328,0.21054620739825797,61,76.7 (4.6),0.33
"('fs_dens_c', 'mmse')","dt within 1 year, age all",0.20105877551021908,0.08368646276664402,0.12774043294828197,0.2814817742605149,75,65.8 (12.2),0.51
"('fs_dens_c', 'mmse')","dt within 1 year, age younger than 60",0.25458043126951463,0.26541991906333784,0.2577238880699762,0.28676088517980625,21,49.6 (5.9),0.62
"('fs_dens_c', 'mmse')","dt within 1 year, age between 60-70",-0.08184750519817852,0.7104432213345033,-0.03143116831841461,0.8924151840416599,23,65.6 (3.0),0.43
"('fs_dens_c', 'mmse')","dt within 1 year, age older than 70",0.19471395513593115,0.293875050207373,0.1154427391105246,0.5509537302350045,31,77.0 (4.5),0.48
"('fs_dens_c', 'mmse')","dt between 1-2.5 years, age all",0.30142529305126914,0.04676929818641713,0.19276533888145694,0.2213026588911165,44,64.6 (10.8),0.41
"('fs_dens_c', 'mmse')","dt between 1-2.5 years, age younger than 60",-0.07638671053760064,0.7867191407091476,-0.06357417570028638,0.836532823454451,15,53.0 (6.1),0.53
"('fs_dens_c', 'mmse')","dt between 1-2.5 years, age between 60-70",0.47737102925014796,0.0719443442369623,0.5426468094892339,0.05534824765065509,15,64.8 (3.1),0.6
"('fs_dens_c', 'mmse')","dt between 1-2.5 years, age older than 70",0.20553647855485174,0.4808543076775533,0.1957232002631824,0.5421063674609321,14,76.7 (5.1),0.07
"('fs_dens_c', 'mmse')","dt between 2.5-7 years, age all",0.18035566361812683,0.2591470049994668,-0.04370484741336283,0.7916391140540853,41,65.8 (10.5),0.44
"('fs_dens_c', 'mmse')","dt between 2.5-7 years, age younger than 60",-0.30246617458795055,0.33929023686891846,-0.34867111045995336,0.3234389148193512,12,52.7 (5.7),0.58
"('fs_dens_c', 'mmse')","dt between 2.5-7 years, age between 60-70",-0.0673447179615147,0.8269655334380359,-0.15813133510583813,0.642377951543998,13,65.5 (2.4),0.54
"('fs_dens_c', 'mmse')","dt between 2.5-7 years, age older than 70",0.18464568939998155,0.4936001820634359,0.2070423276326963,0.4775745413925293,16,75.9 (4.7),0.25
"('fs_dens_c', 'mmse')",zzz_blank,,,,,,,
"('vol-hippocampus', 'mmse')","dt all, age all",0.19617404607494,0.012912352165608298,0.11647526435644481,0.14500283939642444,160,65.5 (11.4),0.46
